HashOwner,HashApp,HashFunction,Average,Count,Minimum,Maximum,percentile_Average_0,percentile_Average_1,percentile_Average_25,percentile_Average_50,percentile_Average_75,percentile_Average_99,percentile_Average_100
c21e5054a535517fafc56f185449e08d332c2e9287d6f33cfce5d72b42033c3e,e9074dab7d9e7ecc1cbd0245012f7a80a905d72f6e24d09b3b3d0c1d8137b3cb,35196c9a3cee4e22d988206fbd9c69327d752d7e77c145cea2a4c5babd743855,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
30a876e80855f9f46187a876eb5d2d39a93fb3d1b9f31eb7d3b2859ee5a90ab1,8f044447f82ae4606a5762193ff61b14dbf25e24a816197e01a73fd8eba1a93e,7ea6943a3283f724c12c50663db0f70b1f95d21e3966c2b10f1256c53053852a,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
944424f818504c8f9e815c82f77b50a45e59a9e17c04209df2db0911a7bb635b,dadd376feb61ffa32034e97b92ed656c6eb519a274617b2cb83779f2ce66b382,d4e7616f11654295fb8205a58aec9ec944560d1e53c832e3a5aa929f49a0c4cc,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
46970ac1c7c4ac0a81aeb0af235891b84425400cb1020a8dc88c9c718a964cab,b41a70f761ca61bb5c333739e295838de430c26869d5398ea7f169ab7395eb71,fa021bdf18ab1e12c682f613f8c1900a357a4a7dbc203905b1410c175cbbc125,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
ea942f438bcc45a8e026c84d50ec7115c1491a5c0219b201b3345304dc0a8976,a84bf1f761a125f96352e38629a75144992d0ebdace85f9eb8c17c6c2c1f4881,64ed5f699bdba800098055d974043d9aa0ad9783013ff4ad4a305b5d8f0a9b55,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
f0417cb85bd1c751561867f042b6623bc7885e27669a11bc7f9a64dd7d3e4eb9,6ed1fe596cc506bf49e93917753dc4e6678eac18f3cdd24fa3d102dbb6636d5e,ad94fccfb7231a5315979f53d958b3303e736be335925c12bb241bf2c7f07738,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
b07cea3e28615420c1d03417ef9e4012548d3300d89c6ea823cd7ce73f3b93b3,08ff580931118eafdf5a32a9ca87d99f62bdd0a1f7c17f324727c5d7631d759b,bd14252126c03fd237d92652b2bfd7a8eb82914a23162da6143c6da5c5e3ac64,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
b602a90cb8ff998be304c3b3c0d755ae638062ca83dc4fe237cda67a2a1899f0,3d7322c54ad4c156f573c247ae7addef21e87b588712204d439465358c03d3bf,6641a525ff49a5a47695d10f2347760569aac6a94b442ecd0b9527f9367d67b5,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
97cac0576c1545d895cd50cc96835fce3d43b42caa42c32a9b3814bd678ab96a,b20f1f81af25ddcc12132f8185c60a6b7171d60695d9eda0236808ca68a3f187,f0b843dffb726230cdd2a1460e92ce25d7964cbad920609d670d71a6bfdaff6b,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
2a8d0d6fb8b39cb289219c3f563160bdce01bdd7db3456e80f1adf5c1e265ef2,17f731a7775100f919a62d2070de62fd7accde2523a1460323d8533e1259bad7,7dcaab21e121a10e33337937f7d2245cf0782ba6fb0b44d839665093b4bd6ebb,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
8509ee974d1c344a8e7874505e069136c560b2e2b0ebb944af39461bb952a8db,7dfc273a0020316d504c94d1b4e8b4a132f123aa359211538d4ee583db64e11e,76b883fbce5dc1b8c3079f9b457b35bb3eb9418e4fa393fac9d11189971f643b,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
2b0e28872fda704d8b39566429ae8336cf2e1a56dd9589b0a1eb3f5089a6aa78,a812829185d03871c83794d2cba4a19414e70bc739e99a7cccf8e92b691ee061,9e3016e5f20ebcd038615e1f4a9c3ce93357108470857c972d3a69875b419bdc,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
9f0c09fc065ea484418928bd5c77fa66383fe672449fb6f9fa1bc88162294279,6cc5171af55c170c1fb732b85ca7120a6b5d9d4929bc28feefeb4821b230d529,baf710add7ae105a369dd4aac18105bd1909aa3a5ee44b628d217bb8bfec793c,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
2f565ecdacb965c9af1e89c824ba1af6c5176ce702a83b8a5259bf1c51bf733e,f42387b15e1c9e6bb628f12c1c1c6246327020089421072330cb0ce74a03d5ea,b43822cde720527d4835d54c771299180c5973f97d7709d4447dbd2e588e03da,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
a13876e7f5f1150478cae3c59d1924a385e62076dcc68970cb55df18ab72c969,0d5134c5b914e413573a538688676d188b6acf2b2d090253757029a816f87cfc,0f6ad4a21372a0c1c319392c078c4eb047f709fb795876869258aa3474b6e191,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
f4d40f8b2840cab29e37e27533832a01698ca3002f23263522327a811a146787,e540544702ab59593ee14045c9e194bd3c01cb6cd2e9ec67a6780cdc43e0d9b3,d49845a95d0bdb714b87dba0a7e4fd9fa7c5e9fa0e7c45d2ceb5d22e2d9753ee,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
6c10326cf10b75d6fd0a586d896d195e1ad7ff52d20bd92342783b550e45becf,8ce7938e8939815e83e5a6b8db0eab6ae6e103a1772f8de9c5115d171db6d251,385b673840001e318e7be10fe52c60d3391d92199d00c90eb601cc3fec223070,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
783f7b9350ad2e6179415af42c0900162dff0480f2c2de9e6b272cd42dd3dba9,811724ff2d2182eae1ff2531056774d9e7074c90acd846c634827bf8e1760623,a0eaa0753856fb37e2babe5f91a30a929e75f874a4c8502bece7b86a9357f0ea,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
2df3fa8d00c8887584b210d364175fb6bbf72b4aaf048b8e460be7474735b800,c34dd4499a22a2bb40b64b75d4ad4ecac95dd7e39f76801c6d1686468c4b6c41,c01ab87f4b679c009a32865a330d9292550ac0f633e5eeb9c62843b52472ef72,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
6c3d59649e35dbb123096085713161551af4fd6da6396ae73e9fb5da0c7d68db,215f4b669020102ca54d8a5d7f6bf45fd25bb2a90ce9dc6f37784518c5936e72,e4c9b86e49fc4881785f57664c7080bfe0cbf49fb876216af1214f227685cb15,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
d041717599862ce91a130143645624f538885be9aaf91dfaa058561ee47cabb4,f12187927c6c6c3aafa5f40439b207d48f5f70bc298d6f7978faae28c1bb4679,40b1d1951d7ae07485bb2da35da33de7ebd449ea103d99312d4f2656af3a828f,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
ab7afd7b4089648053a27af9ccc9f1e9a2a7c44a74afb6f1fe7424173a39b877,1ba7729c8221805807413556a05de7d2f1fcedce3e488cf92cedb5ef23f845e3,b8e9dfe814b310793e16d8efaabb0bdc69677f047ff43213898a5d9b7fc25e90,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
5118c8d5899b8d93ff8a913e0060bae7ed2862bdfc62db6992dca15bb36be4d0,292f85dfb2bc41fdbb0740db045665a104396a483cf8af652b4b497c208d5397,3d475afc74b1dc4a4e222d7dede4ad9ef88dc1b18f1fec5ea95957033090e93b,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
f4d40f8b2840cab29e37e27533832a01698ca3002f23263522327a811a146787,e540544702ab59593ee14045c9e194bd3c01cb6cd2e9ec67a6780cdc43e0d9b3,b73cfdb364647c0bdaf6ac005659c2c1c4c4c3b7892304b32aa11305ba0eb3d7,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
cfba776c81103080119c74c578b5607a59416bc3363f52627f85aae80546077e,9419f11c20c6043c1591ecce56e8cea6301e1c0a582b22066526c09213e91964,e975d822ac93a2cdeead8eec4978520cdaaaec6a85612f839fdc854ce6475b38,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
ab7afd7b4089648053a27af9ccc9f1e9a2a7c44a74afb6f1fe7424173a39b877,9e2cf6ee9c55c02e1f9d2e3cf78f9c9363a56bcb85a3d6f6a2702d6934248dfc,182c44f29d261f67e970881c0a8d950d44011aad156a68f30e6d27f59ec5b119,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
efd511e7a6bb48fbff316406582068e230ca1ce80e7bfa67cf2e398acd43cb35,7bd7e2bf570cbfd6ebd72c628aa8bff1fc9627b8052d8960fd94609af575d663,cbb155892986a500d75907ab964bf26e67caee4e2fee16607e5e36a558c7c07d,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
f96e634eb2b18b9b608122195770dcfe4cbc000ee90e5c967940cb71cec002a5,731cb2669db506b18bfca33c1fe8f63a1bf8ed671bbeda51cd18ad783d2853eb,07f58313aa95ffc4d64c9a6a8967a8a6adb416d6b2caf430c21b22378af1e525,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
0ed4559c4bed067d55dcf388c8ab91a88df024243ccc0a8808a963ed0ba319ba,6882a944b71b07748a68a775d9b05fb9131aced61d8127eb0746238e50d685fa,a97032a9d4d53e748c1e8f71fb47e9e20d157a8d5963443581c3864a7c606706,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
0ed4559c4bed067d55dcf388c8ab91a88df024243ccc0a8808a963ed0ba319ba,6882a944b71b07748a68a775d9b05fb9131aced61d8127eb0746238e50d685fa,553c53093178741b466627604ba8af5018e283d74e27a93007968b7985b64f57,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
